sale_line_id,sale_id,date_id,product_id,hospital_id,sales_rep_id,quantity,unit_price,unit_cost,discount
75,30,22,1,4,5,11,823.52,529.32,0
76,30,22,20,4,5,16,67.45,34.35,0.1
77,31,22,17,74,11,3,721.87,373.03,0
78,31,22,19,74,11,16,819.01,488.55,0.15
79,32,22,6,108,4,2,441.8,202.95,0
80,32,22,5,108,4,17,528.23,270.34,0
81,33,25,8,47,11,24,188.77,93.64,0
82,33,25,17,47,11,1,721.87,373.03,0.15
83,34,27,13,3,5,19,232.76,113.06,0.1
84,34,27,17,3,5,7,721.87,373.03,0.05
85,34,27,20,3,5,15,67.45,34.35,0.15
86,35,27,15,13,10,2,1365.66,795.97,0
87,35,27,12,13,10,4,650.29,395.69,0.05
88,36,27,2,104,10,1,1859.48,869.25,0.15
89,37,28,3,110,7,12,827.18,428.42,0
90,37,28,8,110,7,25,173.96,93.64,0
91,37,28,21,110,7,23,43.25,23.36,0
92,37,28,4,110,7,6,323.12,204.85,0
93,38,30,14,91,1,18,1191.81,616.93,0.15
94,38,30,1,91,1,23,823.52,529.32,0
95,39,30,20,46,12,8,60.88,34.35,0.15
96,40,30,8,2,6,3,188.77,93.64,0.1
97,40,30,5,2,6,1,528.23,270.34,0.1
98,40,30,7,2,6,18,120.11,77.26,0
99,41,30,3,33,4,15,827.18,428.42,0
100,41,30,16,33,4,13,609.58,350.66,0.15
101,41,30,11,33,4,10,583.49,372.45,0
102,41,30,12,33,4,25,618.2,395.69,0.05
103,42,32,1,102,3,10,823.52,529.32,0
104,42,32,11,102,3,8,583.49,372.45,0
105,43,32,11,25,7,11,583.49,372.45,0.1
106,44,32,8,1,6,10,188.77,93.64,0.15
107,44,32,11,1,6,22,583.49,372.45,0.15
108,44,32,20,1,6,23,60.76,34.35,0
109,44,32,1,1,6,13,823.52,529.32,0
110,45,33,16,20,8,4,609.58,350.66,0
111,46,33,12,10,1,12,650.29,395.69,0
112,47,35,13,20,9,19,232.76,113.06,0
113,48,36,9,99,2,11,531.41,339.37,0
114,49,37,20,107,9,23,67.45,34.35,0.15
115,49,37,9,107,9,2,603.18,339.37,0
116,49,37,14,107,9,18,1191.81,616.93,0
117,50,38,11,108,3,17,583.49,372.45,0.1
118,50,38,17,108,3,15,721.87,373.03,0.1
119,50,38,18,108,3,23,31.32,20.77,0
120,50,38,9,108,3,4,603.18,339.37,0
121,51,38,17,110,5,24,721.87,373.03,0
122,51,38,14,110,5,16,1191.81,616.93,0.15
123,51,38,21,110,5,8,43.25,23.36,0.1
124,51,38,12,110,5,8,650.29,395.69,0.15
125,52,38,8,62,1,14,188.77,93.64,0
126,52,38,6,62,1,3,441.8,202.95,0
127,52,38,11,62,1,6,583.49,372.45,0
128,52,38,17,62,1,9,721.87,373.03,0.15
129,53,39,3,52,11,24,723.57,428.42,0
130,54,39,21,31,2,16,43.25,23.36,0.15
131,54,39,20,31,2,18,67.45,34.35,0
132,55,39,11,47,8,3,583.49,372.45,0.05
133,55,39,3,47,8,12,807.97,428.42,0.15
134,55,39,14,47,8,24,1191.81,616.93,0
135,55,39,18,47,8,2,36.79,20.77,0.1
136,56,39,7,24,4,15,120.11,77.26,0.1
137,57,40,18,85,1,11,36.79,20.77,0
138,57,40,14,85,1,17,1191.81,616.93,0
139,58,40,18,53,6,17,36.79,20.77,0.1
140,58,40,5,53,6,13,528.23,270.34,0.1
141,58,40,6,53,6,10,441.8,202.95,0
142,59,41,12,70,1,2,650.29,395.69,0.05
143,60,41,8,99,5,16,188.77,93.64,0.15
144,60,41,9,99,5,20,603.18,339.37,0
145,61,42,6,49,11,13,441.8,202.95,0
146,61,42,10,49,11,25,579.74,303.54,0
147,61,42,4,49,11,21,323.12,204.85,0.1
148,61,42,3,49,11,4,773.62,428.42,0.05
149,62,42,9,61,3,8,603.18,339.37,0.05
150,62,42,16,61,3,2,609.58,350.66,0.1
151,63,42,3,25,4,17,827.18,428.42,0
152,63,42,18,25,4,4,36.79,20.77,0.1
153,63,42,20,25,4,12,67.45,34.35,0
154,63,42,2,25,4,2,1859.48,869.25,0
155,64,43,9,80,8,8,603.18,339.37,0
156,64,43,1,80,8,10,823.52,529.32,0.05
157,64,43,13,80,8,10,232.76,113.06,0
158,64,43,7,80,8,15,120.11,77.26,0.05
159,65,43,2,51,12,6,1859.48,869.25,0.15
160,65,43,16,51,12,4,609.58,350.66,0.05
161,65,43,18,51,12,4,36.79,20.77,0.05
162,66,43,9,30,5,1,603.18,339.37,0.05
163,66,43,7,30,5,4,120.11,77.26,0.05
164,66,43,6,30,5,14,441.8,202.95,0
165,66,43,3,30,5,8,827.18,428.42,0
166,67,44,9,12,12,17,603.18,339.37,0
167,67,44,11,12,12,10,583.49,372.45,0
168,67,44,6,12,12,17,404.77,202.95,0
169,67,44,14,12,12,23,1191.81,616.93,0
170,68,44,21,34,10,25,43.25,23.36,0
171,68,44,1,34,10,21,823.52,529.32,0
172,68,44,13,34,10,6,232.76,113.06,0.1
173,69,44,8,5,8,14,188.77,93.64,0
174,69,44,4,5,8,4,323.12,204.85,0
175,69,44,3,5,8,7,827.18,428.42,0
176,70,44,17,107,6,22,721.87,373.03,0.15
177,71,45,2,7,6,16,1859.48,869.25,0
178,71,45,14,7,6,23,1191.81,616.93,0
179,71,45,7,7,6,22,120.11,77.26,0
180,71,45,15,7,6,13,1247.4,795.97,0
181,72,45,15,19,10,7,1365.66,795.97,0
182,73,45,13,12,6,19,232.76,113.06,0.15
183,74,47,10,89,10,21,508.42,303.54,0
184,74,47,13,89,10,16,232.76,113.06,0
185,75,48,9,114,8,19,603.18,339.37,0.1
186,75,48,4,114,8,15,323.12,204.85,0
187,75,48,13,114,8,9,232.76,113.06,0.15
188,75,48,14,114,8,17,1160.51,616.93,0
189,76,48,3,23,12,20,783.17,428.42,0.15
190,77,49,5,55,12,9,528.23,270.34,0
191,77,49,17,55,12,24,721.87,373.03,0.1
192,77,49,20,55,12,1,67.45,34.35,0.05
193,77,49,1,55,12,11,823.52,529.32,0
194,78,49,14,23,8,10,1135.85,616.93,0
195,78,49,13,23,8,16,232.76,113.06,0.15
196,79,50,19,94,6,12,819.01,488.55,0.15
197,80,51,3,94,6,12,827.18,428.42,0
198,80,51,8,94,6,8,183.01,93.64,0.15
199,80,51,17,94,6,12,654.14,373.03,0.05
200,81,52,15,84,4,15,1365.66,795.97,0
201,81,52,7,84,4,21,116.97,77.26,0
202,82,52,6,19,7,13,441.8,202.95,0
203,82,52,5,19,7,9,454.42,270.34,0
204,82,52,13,19,7,5,232.76,113.06,0
205,82,52,3,19,7,15,711.66,428.42,0
206,83,53,16,3,9,14,609.58,350.66,0.15
207,83,53,10,3,9,5,579.74,303.54,0
208,83,53,13,3,9,1,232.76,113.06,0
209,83,53,6,3,9,25,441.8,202.95,0.15
210,84,53,10,57,2,8,548.35,303.54,0
211,84,53,15,57,2,8,1365.66,795.97,0.05
212,85,54,11,45,3,18,583.49,372.45,0.05
213,85,54,18,45,3,12,36.79,20.77,0.15
214,85,54,7,45,3,3,120.11,77.26,0
215,85,54,14,45,3,6,1191.81,616.93,0.15
216,86,54,12,63,3,2,650.29,395.69,0.05
217,86,54,3,63,3,12,827.18,428.42,0.1
218,86,54,4,63,3,4,323.12,204.85,0
219,86,54,1,63,3,25,823.52,529.32,0.05
220,87,54,21,117,9,15,41.3,23.36,0
221,87,54,13,117,9,5,232.76,113.06,0.05
222,87,54,1,117,9,14,823.52,529.32,0.15
223,87,54,18,117,9,21,36.79,20.77,0
224,88,56,12,57,7,22,650.29,395.69,0.05
225,88,56,20,57,7,12,57.6,34.35,0.1
226,88,56,16,57,7,20,609.58,350.66,0
227,88,56,14,57,7,19,1066.71,616.93,0
228,89,57,1,71,4,25,823.52,529.32,0
229,89,57,4,71,4,13,323.12,204.85,0
230,89,57,11,71,4,25,583.49,372.45,0
231,90,57,10,92,11,5,537.07,303.54,0.1
232,91,58,1,30,5,22,823.52,529.32,0
233,92,59,4,86,2,14,283.45,204.85,0.1
234,92,59,5,86,2,1,528.23,270.34,0.05
235,92,59,7,86,2,3,120.11,77.26,0.15
236,92,59,13,86,2,15,232.76,113.06,0
237,93,60,3,90,3,14,738.54,428.42,0
238,94,60,1,32,5,18,823.52,529.32,0
239,94,60,8,32,5,3,188.77,93.64,0.1
240,94,60,7,32,5,22,120.11,77.26,0
241,95,60,13,64,1,25,200.02,113.06,0
242,95,60,19,64,1,21,819.01,488.55,0
243,95,60,8,64,1,11,188.77,93.64,0.15
244,95,60,5,64,1,25,528.23,270.34,0.1
245,96,60,1,97,1,14,823.52,529.32,0
246,96,60,13,97,1,2,232.76,113.06,0.1
247,96,60,20,97,1,3,67.45,34.35,0.05
248,97,61,2,37,7,11,1649.5,869.25,0
249,97,61,1,37,7,7,823.52,529.32,0
250,97,61,14,37,7,5,1159.05,616.93,0.05
251,98,61,16,7,11,9,609.58,350.66,0.05
252,98,61,5,7,11,10,528.23,270.34,0.05
253,98,61,8,7,11,5,188.77,93.64,0.1
254,99,62,11,93,8,2,583.49,372.45,0
255,99,62,9,93,8,15,603.18,339.37,0.05
256,99,62,19,93,8,17,819.01,488.55,0
257,99,62,18,93,8,24,36.79,20.77,0.1
258,100,63,11,102,6,20,583.49,372.45,0
259,101,63,5,107,3,24,528.23,270.34,0
260,101,63,9,107,3,11,603.18,339.37,0
261,101,63,20,107,3,9,67.45,34.35,0.15
262,101,63,16,107,3,16,609.58,350.66,0.05
263,102,63,8,117,1,11,188.77,93.64,0
264,102,63,12,117,1,2,650.29,395.69,0
265,103,63,6,91,1,13,441.8,202.95,0
266,103,63,13,91,1,18,232.76,113.06,0.05
267,104,64,3,114,7,23,781.79,428.42,0.05
268,104,64,13,114,7,9,232.76,113.06,0
269,104,64,1,114,7,7,823.52,529.32,0
270,104,64,8,114,7,8,188.77,93.64,0.05
271,105,64,15,82,11,22,1365.66,795.97,0
272,105,64,17,82,11,11,721.87,373.03,0
273,105,64,9,82,11,12,603.18,339.37,0
274,105,64,6,82,11,12,406.7,202.95,0.1
275,106,65,19,29,8,11,704.31,488.55,0.15
276,106,65,10,29,8,4,524.1,303.54,0.05
277,106,65,14,29,8,19,1191.81,616.93,0.15
278,106,65,18,29,8,15,36.79,20.77,0.15
279,107,65,6,96,7,8,441.8,202.95,0
280,107,65,8,96,7,24,188.77,93.64,0.05
281,107,65,12,96,7,18,575.65,395.69,0.05
282,107,65,2,96,7,17,1859.48,869.25,0
283,108,66,16,91,7,14,609.58,350.66,0
284,109,66,21,82,9,4,43.25,23.36,0.05
285,109,66,14,82,9,20,1191.81,616.93,0.05
286,109,66,5,82,9,16,528.23,270.34,0.15
287,109,66,13,82,9,10,232.76,113.06,0
288,110,66,7,37,9,2,120.11,77.26,0.15
289,110,66,5,37,9,23,528.23,270.34,0
290,111,66,2,31,12,14,1859.48,869.25,0
291,111,66,5,31,12,8,528.23,270.34,0
292,111,66,11,31,12,7,507.95,372.45,0.15
293,112,68,12,82,1,13,650.29,395.69,0
294,113,68,9,114,9,11,603.18,339.37,0.1
295,113,68,10,114,9,15,579.74,303.54,0.1
296,113,68,21,114,9,7,43.25,23.36,0.1
297,114,68,7,23,10,20,120.11,77.26,0.05
298,115,69,19,110,5,18,819.01,488.55,0
299,115,69,21,110,5,24,37.27,23.36,0
300,115,69,6,110,5,21,441.8,202.95,0
301,115,69,8,110,5,3,188.77,93.64,0
302,116,69,18,78,7,11,36.79,20.77,0.1
303,116,69,4,78,7,13,323.12,204.85,0.15
304,117,70,21,6,5,19,43.25,23.36,0.15
305,117,70,1,6,5,14,751.78,529.32,0.05
306,117,70,17,6,5,8,647.79,373.03,0
307,118,70,10,56,9,13,579.74,303.54,0
308,119,70,7,115,9,8,117.4,77.26,0.05
309,120,71,12,108,2,25,624.69,395.69,0.05
310,121,74,3,93,12,13,827.18,428.42,0.15
311,121,74,8,93,12,1,181.68,93.64,0
312,121,74,17,93,12,2,721.87,373.03,0.15
313,122,76,19,71,1,20,819.01,488.55,0
314,122,76,21,71,1,10,42.2,23.36,0
315,123,77,11,43,4,2,571.63,372.45,0
316,123,77,9,43,4,8,603.18,339.37,0.15
317,123,77,20,43,4,12,67.45,34.35,0.1
318,123,77,16,43,4,11,609.58,350.66,0
319,124,77,1,26,4,6,823.52,529.32,0
320,124,77,2,26,4,6,1859.48,869.25,0
321,124,77,5,26,4,22,528.23,270.34,0.1
322,124,77,17,26,4,1,721.87,373.03,0.05
323,125,77,4,39,1,18,323.12,204.85,0
324,126,77,1,98,2,21,823.52,529.32,0.1
325,126,77,18,98,2,11,34.71,20.77,0.1
326,126,77,2,98,2,9,1859.48,869.25,0
327,127,78,5,96,2,13,528.23,270.34,0
328,127,78,13,96,2,15,208.52,113.06,0
329,127,78,17,96,2,6,721.87,373.03,0.15
330,128,78,7,111,8,15,120.11,77.26,0.15
331,129,78,1,33,4,9,730.0,529.32,0.05
332,130,79,4,27,7,21,323.12,204.85,0.15
333,130,79,20,27,7,11,67.45,34.35,0.1
334,130,79,2,27,7,25,1859.48,869.25,0
335,130,79,8,27,7,10,188.77,93.64,0
336,131,79,8,7,5,12,188.77,93.64,0.1
337,131,79,14,7,5,21,1191.81,616.93,0
338,131,79,21,7,5,12,41.36,23.36,0.15
339,131,79,9,7,5,8,603.18,339.37,0
340,132,79,6,92,7,16,392.19,202.95,0
341,132,79,2,92,7,19,1859.48,869.25,0
342,132,79,4,92,7,17,323.12,204.85,0.05
343,132,79,12,92,7,3,581.95,395.69,0
344,133,79,1,111,1,19,823.52,529.32,0
345,133,79,19,111,1,12,751.71,488.55,0
346,134,80,12,42,3,15,624.41,395.69,0.15
347,134,80,16,42,3,11,609.58,350.66,0
348,134,80,15,42,3,17,1365.66,795.97,0.1
349,135,80,15,49,11,17,1365.66,795.97,0
350,135,80,17,49,11,17,721.87,373.03,0
351,135,80,13,49,11,9,232.76,113.06,0
352,136,80,15,12,8,10,1365.66,795.97,0
353,136,80,2,12,8,20,1859.48,869.25,0
354,136,80,18,12,8,18,34.85,20.77,0.05
355,136,80,1,12,8,5,823.52,529.32,0.05
356,137,83,19,33,10,20,819.01,488.55,0.15
357,137,83,5,33,10,8,528.23,270.34,0.1
358,138,83,12,44,11,7,650.29,395.69,0
359,138,83,3,44,11,8,827.18,428.42,0
360,138,83,9,44,11,16,603.18,339.37,0
361,138,83,2,44,11,19,1859.48,869.25,0.15
362,139,84,11,47,4,25,583.49,372.45,0.15
363,139,84,9,47,4,6,603.18,339.37,0
364,140,84,11,79,8,10,583.49,372.45,0
365,140,84,9,79,8,22,603.18,339.37,0.05
366,141,84,20,98,5,10,67.45,34.35,0.15
367,141,84,2,98,5,14,1697.26,869.25,0
368,142,84,13,27,5,20,232.76,113.06,0.15
369,142,84,15,27,5,21,1291.24,795.97,0
370,142,84,6,27,5,8,441.8,202.95,0
371,142,84,5,27,5,4,528.23,270.34,0.05
372,143,86,11,118,12,3,583.49,372.45,0.15
373,143,86,9,118,12,25,603.18,339.37,0.1
374,143,86,14,118,12,6,1191.81,616.93,0.15
375,144,86,6,43,7,23,441.8,202.95,0
376,144,86,3,43,7,19,827.18,428.42,0.1
377,144,86,19,43,7,22,819.01,488.55,0.05
378,144,86,1,43,7,21,705.72,529.32,0.15
379,145,87,11,109,12,16,583.49,372.45,0.05
380,145,87,13,109,12,7,232.76,113.06,0
381,145,87,12,109,12,6,650.29,395.69,0.15
382,145,87,6,109,12,18,422.93,202.95,0.05
383,146,87,5,31,2,2,528.23,270.34,0.1
384,146,87,9,31,2,1,568.08,339.37,0
385,146,87,11,31,2,24,583.49,372.45,0
386,147,88,17,93,2,15,639.09,373.03,0
387,147,88,3,93,2,24,827.18,428.42,0.05
388,148,88,21,65,8,6,43.25,23.36,0.15
389,148,88,11,65,8,19,583.49,372.45,0
390,149,89,16,50,1,14,609.58,350.66,0
391,149,89,10,50,1,11,579.74,303.54,0
392,150,89,5,106,7,13,528.23,270.34,0.1
393,151,90,6,67,5,21,388.18,202.95,0
394,151,90,12,67,5,15,650.29,395.69,0
395,152,90,8,82,12,23,175.34,93.64,0.05
396,152,90,20,82,12,13,67.45,34.35,0.1
397,153,90,16,34,5,17,609.58,350.66,0
398,154,91,18,64,5,10,36.79,20.77,0.1
399,154,91,8,64,5,18,188.77,93.64,0
400,154,91,21,64,5,12,43.25,23.36,0.15
401,155,92,1,18,4,20,823.52,529.32,0
402,155,92,17,18,4,14,721.87,373.03,0.05
403,156,92,6,14,8,14,401.51,202.95,0.05
404,156,92,14,14,8,13,1191.81,616.93,0.05
405,156,92,11,14,8,7,583.49,372.45,0.15
406,157,93,2,48,7,4,1859.48,869.25,0
407,157,93,15,48,7,10,1365.66,795.97,0.15
408,157,93,18,48,7,12,36.79,20.77,0
409,158,93,3,24,3,16,827.18,428.42,0
410,158,93,11,24,3,22,583.49,372.45,0
411,158,93,18,24,3,6,36.79,20.77,0.1
412,159,93,18,70,3,19,32.48,20.77,0.1
413,160,93,13,74,4,7,205.26,113.06,0.05
414,161,94,7,26,11,11,120.11,77.26,0
415,161,94,16,26,11,17,609.58,350.66,0.05
416,162,94,20,40,3,7,67.45,34.35,0
417,162,94,21,40,3,17,43.25,23.36,0
418,162,94,5,40,3,1,528.23,270.34,0
419,162,94,16,40,3,5,609.58,350.66,0.1
420,163,94,14,48,8,9,1191.81,616.93,0.05
421,163,94,13,48,8,3,210.84,113.06,0
422,163,94,2,48,8,7,1859.48,869.25,0
423,163,94,8,48,8,5,188.77,93.64,0
424,164,95,15,59,7,8,1365.66,795.97,0
425,164,95,3,59,7,24,827.18,428.42,0
426,165,95,14,25,9,21,1191.81,616.93,0.1
427,165,95,2,25,9,11,1859.48,869.25,0.15
428,165,95,8,25,9,22,188.77,93.64,0.15
429,166,97,12,107,1,3,650.29,395.69,0.1
430,166,97,20,107,1,12,60.04,34.35,0.1
431,166,97,6,107,1,24,412.59,202.95,0
432,167,97,9,24,4,4,603.18,339.37,0.1
433,167,97,17,24,4,18,721.87,373.03,0.15
434,168,97,14,52,3,12,1191.81,616.93,0
435,168,97,9,52,3,14,603.18,339.37,0.1
436,169,97,11,18,2,1,583.49,372.45,0
437,169,97,10,18,2,9,565.64,303.54,0
438,169,97,13,18,2,10,232.76,113.06,0
439,170,98,9,3,10,25,603.18,339.37,0.15
440,170,98,6,3,10,2,441.8,202.95,0.05
441,170,98,3,3,10,16,827.18,428.42,0
442,171,98,17,99,1,24,721.87,373.03,0
443,171,98,1,99,1,14,823.52,529.32,0.1
444,172,99,1,68,8,8,804.53,529.32,0.05
445,172,99,20,68,8,11,59.9,34.35,0.1
446,172,99,17,68,8,19,721.87,373.03,0.15
447,172,99,4,68,8,9,323.12,204.85,0.05
448,173,99,3,111,5,9,827.18,428.42,0.15
449,173,99,5,111,5,24,528.23,270.34,0.1
450,173,99,15,111,5,15,1365.66,795.97,0
451,174,100,16,16,4,17,609.58,350.66,0
452,175,101,6,82,10,8,441.8,202.95,0.05
453,175,101,20,82,10,10,67.45,34.35,0
454,176,102,17,63,11,19,721.87,373.03,0
455,176,102,16,63,11,22,609.58,350.66,0.05
456,176,102,7,63,11,25,103.91,77.26,0.15
457,176,102,2,63,11,24,1733.65,869.25,0.05
458,177,102,20,53,10,24,67.45,34.35,0.05
459,178,103,2,16,8,13,1859.48,869.25,0
460,179,104,10,86,11,15,579.74,303.54,0.05
461,179,104,15,86,11,14,1365.66,795.97,0
462,179,104,2,86,11,15,1728.7,869.25,0
463,179,104,8,86,11,13,188.77,93.64,0.15
464,180,105,7,107,2,24,120.11,77.26,0
465,180,105,1,107,2,24,743.6,529.32,0
466,180,105,15,107,2,23,1365.66,795.97,0.05
467,180,105,4,107,2,8,323.12,204.85,0
468,181,105,5,30,3,22,528.23,270.34,0.15
469,181,105,16,30,3,10,596.44,350.66,0
470,181,105,13,30,3,25,232.76,113.06,0
471,182,105,21,42,1,2,43.25,23.36,0
472,183,105,7,110,5,18,120.11,77.26,0.05
473,184,106,7,13,2,15,120.11,77.26,0.05
474,185,107,13,15,6,24,232.76,113.06,0
475,185,107,2,15,6,14,1719.75,869.25,0.15
476,186,107,15,60,10,3,1316.33,795.97,0
477,186,107,16,60,10,21,520.09,350.66,0.15
478,186,107,19,60,10,22,819.01,488.55,0.05
479,186,107,6,60,10,24,441.8,202.95,0.15
480,187,107,6,86,1,22,400.17,202.95,0.05
481,187,107,3,86,1,2,827.18,428.42,0
482,187,107,17,86,1,1,721.87,373.03,0
483,188,108,5,16,3,8,492.87,270.34,0.05
484,188,108,15,16,3,15,1365.66,795.97,0
485,188,108,14,16,3,25,1191.81,616.93,0.05
486,188,108,4,16,3,20,323.12,204.85,0.15
487,189,108,16,27,5,17,609.58,350.66,0
488,190,108,3,79,6,23,827.18,428.42,0.05
489,190,108,19,79,6,19,791.79,488.55,0.05
490,191,109,5,92,12,11,528.23,270.34,0.15
491,191,109,14,92,12,19,1191.81,616.93,0.1
492,191,109,1,92,12,8,823.52,529.32,0.15
493,192,109,17,18,9,13,642.77,373.03,0
494,192,109,9,18,9,13,603.18,339.37,0
495,192,109,11,18,9,12,583.49,372.45,0
496,193,109,20,1,12,1,67.45,34.35,0
497,193,109,9,1,12,16,519.11,339.37,0.05
498,193,109,21,1,12,3,43.25,23.36,0.1
499,193,109,18,1,12,24,32.9,20.77,0
500,194,109,5,101,12,3,528.23,270.34,0
501,194,109,1,101,12,6,775.59,529.32,0.05
502,195,110,5,29,6,7,450.24,270.34,0.05
503,196,112,5,52,12,17,528.23,270.34,0
504,196,112,6,52,12,17,441.8,202.95,0.05
505,196,112,14,52,12,21,1191.81,616.93,0
506,197,112,14,96,9,21,1191.81,616.93,0.15
507,198,113,13,19,8,4,232.76,113.06,0.15
508,198,113,20,19,8,6,67.45,34.35,0
509,198,113,16,19,8,8,609.58,350.66,0.15
510,199,114,16,15,12,22,609.58,350.66,0
511,199,114,9,15,12,2,549.74,339.37,0
512,199,114,5,15,12,8,528.23,270.34,0
513,200,114,20,46,3,11,67.45,34.35,0
514,200,114,13,46,3,3,232.76,113.06,0
515,200,114,6,46,3,8,441.8,202.95,0
516,200,114,18,46,3,10,36.79,20.77,0.1
517,201,114,21,32,10,4,43.25,23.36,0.1
518,201,114,2,32,10,12,1859.48,869.25,0.1
519,201,114,3,32,10,24,827.18,428.42,0
520,202,117,17,6,7,10,721.87,373.03,0.05
521,202,117,15,6,7,22,1365.66,795.97,0
522,203,118,15,43,7,14,1365.66,795.97,0.05
523,204,119,12,113,10,18,650.29,395.69,0.05
524,204,119,19,113,10,3,819.01,488.55,0.15
525,205,119,20,85,3,23,67.45,34.35,0
526,205,119,8,85,3,13,188.77,93.64,0
527,205,119,13,85,3,25,232.76,113.06,0
528,206,120,5,13,12,11,510.95,270.34,0.15
529,206,120,20,13,12,12,60.94,34.35,0
530,206,120,14,13,12,18,1191.81,616.93,0
531,206,120,15,13,12,18,1365.66,795.97,0
532,207,120,20,57,7,3,67.45,34.35,0
533,208,121,14,63,9,19,1191.81,616.93,0.15
534,208,121,3,63,9,8,827.18,428.42,0.1
535,208,121,19,63,9,1,819.01,488.55,0.05
536,209,121,4,36,2,7,323.12,204.85,0.15
537,209,121,15,36,2,4,1365.66,795.97,0
538,209,121,19,36,2,20,819.01,488.55,0
539,209,121,11,36,2,23,583.49,372.45,0.05
540,210,122,21,20,9,3,43.25,23.36,0
541,210,122,1,20,9,15,823.52,529.32,0.1
542,210,122,11,20,9,8,583.49,372.45,0.1
543,211,122,9,56,4,24,558.72,339.37,0
544,211,122,15,56,4,3,1365.66,795.97,0
545,211,122,8,56,4,22,188.77,93.64,0
546,211,122,20,56,4,7,67.45,34.35,0
547,212,122,19,94,5,1,780.29,488.55,0.1
548,213,123,6,103,10,5,441.8,202.95,0.1
549,213,123,9,103,10,1,603.18,339.37,0.1
550,213,123,1,103,10,5,823.52,529.32,0.05
551,214,123,19,98,11,18,819.01,488.55,0.1
552,214,123,20,98,11,11,60.32,34.35,0.05
