date_id,full_date,day_name,is_weekend,is_holiday,month_name,month_number,quarter,year,fiscal_year
53,2023-02-22,Wednesday,False,False,February,2,Q1,2023,FY2023
54,2023-02-23,Thursday,False,False,February,2,Q1,2023,FY2023
55,2023-02-24,Friday,False,False,February,2,Q1,2023,FY2023
56,2023-02-25,Saturday,True,False,February,2,Q1,2023,FY2023
57,2023-02-26,Sunday,True,False,February,2,Q1,2023,FY2023
58,2023-02-27,Monday,False,False,February,2,Q1,2023,FY2023
59,2023-02-28,Tuesday,False,False,February,2,Q1,2023,FY2023
60,2023-03-01,Wednesday,False,False,March,3,Q1,2023,FY2023
61,2023-03-02,Thursday,False,False,March,3,Q1,2023,FY2023
62,2023-03-03,Friday,False,False,March,3,Q1,2023,FY2023
63,2023-03-04,Saturday,True,False,March,3,Q1,2023,FY2023
64,2023-03-05,Sunday,True,False,March,3,Q1,2023,FY2023
65,2023-03-06,Monday,False,False,March,3,Q1,2023,FY2023
66,2023-03-07,Tuesday,False,False,March,3,Q1,2023,FY2023
67,2023-03-08,Wednesday,False,False,March,3,Q1,2023,FY2023
68,2023-03-09,Thursday,False,False,March,3,Q1,2023,FY2023
69,2023-03-10,Friday,False,False,March,3,Q1,2023,FY2023
70,2023-03-11,Saturday,True,False,March,3,Q1,2023,FY2023
71,2023-03-12,Sunday,True,False,March,3,Q1,2023,FY2023
72,2023-03-13,Monday,False,False,March,3,Q1,2023,FY2023
73,2023-03-14,Tuesday,False,False,March,3,Q1,2023,FY2023
74,2023-03-15,Wednesday,False,False,March,3,Q1,2023,FY2023
75,2023-03-16,Thursday,False,False,March,3,Q1,2023,FY2023
76,2023-03-17,Friday,False,False,March,3,Q1,2023,FY2023
77,2023-03-18,Saturday,True,False,March,3,Q1,2023,FY2023
78,2023-03-19,Sunday,True,False,March,3,Q1,2023,FY2023
79,2023-03-20,Monday,False,False,March,3,Q1,2023,FY2023
80,2023-03-21,Tuesday,False,False,March,3,Q1,2023,FY2023
81,2023-03-22,Wednesday,False,False,March,3,Q1,2023,FY2023
82,2023-03-23,Thursday,False,False,March,3,Q1,2023,FY2023
83,2023-03-24,Friday,False,False,March,3,Q1,2023,FY2023
84,2023-03-25,Saturday,True,False,March,3,Q1,2023,FY2023
85,2023-03-26,Sunday,True,False,March,3,Q1,2023,FY2023
86,2023-03-27,Monday,False,False,March,3,Q1,2023,FY2023
87,2023-03-28,Tuesday,False,False,March,3,Q1,2023,FY2023
88,2023-03-29,Wednesday,False,False,March,3,Q1,2023,FY2023
89,2023-03-30,Thursday,False,False,March,3,Q1,2023,FY2023
90,2023-03-31,Friday,False,False,March,3,Q1,2023,FY2023
91,2023-04-01,Saturday,True,False,April,4,Q2,2023,FY2023
92,2023-04-02,Sunday,True,False,April,4,Q2,2023,FY2023
93,2023-04-03,Monday,False,False,April,4,Q2,2023,FY2023
94,2023-04-04,Tuesday,False,False,April,4,Q2,2023,FY2023
95,2023-04-05,Wednesday,False,False,April,4,Q2,2023,FY2023
96,2023-04-06,Thursday,False,False,April,4,Q2,2023,FY2023
97,2023-04-07,Friday,False,False,April,4,Q2,2023,FY2023
98,2023-04-08,Saturday,True,False,April,4,Q2,2023,FY2023
99,2023-04-09,Sunday,True,False,April,4,Q2,2023,FY2023
100,2023-04-10,Monday,False,False,April,4,Q2,2023,FY2023
101,2023-04-11,Tuesday,False,False,April,4,Q2,2023,FY2023
102,2023-04-12,Wednesday,False,False,April,4,Q2,2023,FY2023
103,2023-04-13,Thursday,False,False,April,4,Q2,2023,FY2023
104,2023-04-14,Friday,False,False,April,4,Q2,2023,FY2023
105,2023-04-15,Saturday,True,False,April,4,Q2,2023,FY2023
106,2023-04-16,Sunday,True,False,April,4,Q2,2023,FY2023
107,2023-04-17,Monday,False,False,April,4,Q2,2023,FY2023
108,2023-04-18,Tuesday,False,False,April,4,Q2,2023,FY2023
109,2023-04-19,Wednesday,False,False,April,4,Q2,2023,FY2023
110,2023-04-20,Thursday,False,False,April,4,Q2,2023,FY2023
111,2023-04-21,Friday,False,False,April,4,Q2,2023,FY2023
112,2023-04-22,Saturday,True,False,April,4,Q2,2023,FY2023
113,2023-04-23,Sunday,True,False,April,4,Q2,2023,FY2023
114,2023-04-24,Monday,False,False,April,4,Q2,2023,FY2023
115,2023-04-25,Tuesday,False,False,April,4,Q2,2023,FY2023
116,2023-04-26,Wednesday,False,False,April,4,Q2,2023,FY2023
117,2023-04-27,Thursday,False,False,April,4,Q2,2023,FY2023
118,2023-04-28,Friday,False,False,April,4,Q2,2023,FY2023
119,2023-04-29,Saturday,True,False,April,4,Q2,2023,FY2023
120,2023-04-30,Sunday,True,False,April,4,Q2,2023,FY2023
121,2023-05-01,Monday,False,False,May,5,Q2,2023,FY2023
122,2023-05-02,Tuesday,False,False,May,5,Q2,2023,FY2023
123,2023-05-03,Wednesday,False,False,May,5,Q2,2023,FY2023
124,2023-05-04,Thursday,False,False,May,5,Q2,2023,FY2023
125,2023-05-05,Friday,False,False,May,5,Q2,2023,FY2023
126,2023-05-06,Saturday,True,False,May,5,Q2,2023,FY2023
127,2023-05-07,Sunday,True,False,May,5,Q2,2023,FY2023
128,2023-05-08,Monday,False,False,May,5,Q2,2023,FY2023
129,2023-05-09,Tuesday,False,False,May,5,Q2,2023,FY2023
130,2023-05-10,Wednesday,False,False,May,5,Q2,2023,FY2023
131,2023-05-11,Thursday,False,False,May,5,Q2,2023,FY2023
132,2023-05-12,Friday,False,False,May,5,Q2,2023,FY2023
133,2023-05-13,Saturday,True,False,May,5,Q2,2023,FY2023
134,2023-05-14,Sunday,True,False,May,5,Q2,2023,FY2023
135,2023-05-15,Monday,False,False,May,5,Q2,2023,FY2023
136,2023-05-16,Tuesday,False,False,May,5,Q2,2023,FY2023
137,2023-05-17,Wednesday,False,False,May,5,Q2,2023,FY2023
138,2023-05-18,Thursday,False,False,May,5,Q2,2023,FY2023
139,2023-05-19,Friday,False,False,May,5,Q2,2023,FY2023
140,2023-05-20,Saturday,True,False,May,5,Q2,2023,FY2023
141,2023-05-21,Sunday,True,False,May,5,Q2,2023,FY2023
142,2023-05-22,Monday,False,False,May,5,Q2,2023,FY2023
143,2023-05-23,Tuesday,False,False,May,5,Q2,2023,FY2023
144,2023-05-24,Wednesday,False,False,May,5,Q2,2023,FY2023
145,2023-05-25,Thursday,False,False,May,5,Q2,2023,FY2023
146,2023-05-26,Friday,False,False,May,5,Q2,2023,FY2023
147,2023-05-27,Saturday,True,False,May,5,Q2,2023,FY2023
148,2023-05-28,Sunday,True,False,May,5,Q2,2023,FY2023
149,2023-05-29,Monday,False,False,May,5,Q2,2023,FY2023
150,2023-05-30,Tuesday,False,False,May,5,Q2,2023,FY2023
151,2023-05-31,Wednesday,False,False,May,5,Q2,2023,FY2023
152,2023-06-01,Thursday,False,False,June,6,Q2,2023,FY2023
153,2023-06-02,Friday,False,False,June,6,Q2,2023,FY2023
154,2023-06-03,Saturday,True,False,June,6,Q2,2023,FY2023
155,2023-06-04,Sunday,True,False,June,6,Q2,2023,FY2023
156,2023-06-05,Monday,False,False,June,6,Q2,2023,FY2023
157,2023-06-06,Tuesday,False,False,June,6,Q2,2023,FY2023
158,2023-06-07,Wednesday,False,False,June,6,Q2,2023,FY2023
159,2023-06-08,Thursday,False,False,June,6,Q2,2023,FY2023
160,2023-06-09,Friday,False,False,June,6,Q2,2023,FY2023
161,2023-06-10,Saturday,True,False,June,6,Q2,2023,FY2023
162,2023-06-11,Sunday,True,False,June,6,Q2,2023,FY2023
163,2023-06-12,Monday,False,False,June,6,Q2,2023,FY2023
164,2023-06-13,Tuesday,False,False,June,6,Q2,2023,FY2023
165,2023-06-14,Wednesday,False,False,June,6,Q2,2023,FY2023
166,2023-06-15,Thursday,False,False,June,6,Q2,2023,FY2023
167,2023-06-16,Friday,False,False,June,6,Q2,2023,FY2023
168,2023-06-17,Saturday,True,False,June,6,Q2,2023,FY2023
169,2023-06-18,Sunday,True,False,June,6,Q2,2023,FY2023
170,2023-06-19,Monday,False,False,June,6,Q2,2023,FY2023
171,2023-06-20,Tuesday,False,False,June,6,Q2,2023,FY2023
172,2023-06-21,Wednesday,False,False,June,6,Q2,2023,FY2023
173,2023-06-22,Thursday,False,False,June,6,Q2,2023,FY2023
174,2023-06-23,Friday,False,False,June,6,Q2,2023,FY2023
175,2023-06-24,Saturday,True,False,June,6,Q2,2023,FY2023
176,2023-06-25,Sunday,True,False,June,6,Q2,2023,FY2023
177,2023-06-26,Monday,False,False,June,6,Q2,2023,FY2023
178,2023-06-27,Tuesday,False,False,June,6,Q2,2023,FY2023
179,2023-06-28,Wednesday,False,False,June,6,Q2,2023,FY2023
180,2023-06-29,Thursday,False,False,June,6,Q2,2023,FY2023
181,2023-06-30,Friday,False,False,June,6,Q2,2023,FY2023
182,2023-07-01,Saturday,True,False,July,7,Q3,2023,FY2023
183,2023-07-02,Sunday,True,False,July,7,Q3,2023,FY2023
184,2023-07-03,Monday,False,False,July,7,Q3,2023,FY2023
185,2023-07-04,Tuesday,False,False,July,7,Q3,2023,FY2023
186,2023-07-05,Wednesday,False,False,July,7,Q3,2023,FY2023
187,2023-07-06,Thursday,False,False,July,7,Q3,2023,FY2023
188,2023-07-07,Friday,False,False,July,7,Q3,2023,FY2023
189,2023-07-08,Saturday,True,False,July,7,Q3,2023,FY2023
190,2023-07-09,Sunday,True,False,July,7,Q3,2023,FY2023
191,2023-07-10,Monday,False,False,July,7,Q3,2023,FY2023
192,2023-07-11,Tuesday,False,False,July,7,Q3,2023,FY2023
193,2023-07-12,Wednesday,False,False,July,7,Q3,2023,FY2023
194,2023-07-13,Thursday,False,False,July,7,Q3,2023,FY2023
195,2023-07-14,Friday,False,False,July,7,Q3,2023,FY2023
196,2023-07-15,Saturday,True,False,July,7,Q3,2023,FY2023
197,2023-07-16,Sunday,True,False,July,7,Q3,2023,FY2023
198,2023-07-17,Monday,False,False,July,7,Q3,2023,FY2023
199,2023-07-18,Tuesday,False,False,July,7,Q3,2023,FY2023
200,2023-07-19,Wednesday,False,False,July,7,Q3,2023,FY2023
201,2023-07-20,Thursday,False,False,July,7,Q3,2023,FY2023
202,2023-07-21,Friday,False,False,July,7,Q3,2023,FY2023
203,2023-07-22,Saturday,True,False,July,7,Q3,2023,FY2023
204,2023-07-23,Sunday,True,False,July,7,Q3,2023,FY2023
205,2023-07-24,Monday,False,False,July,7,Q3,2023,FY2023
206,2023-07-25,Tuesday,False,False,July,7,Q3,2023,FY2023
207,2023-07-26,Wednesday,False,False,July,7,Q3,2023,FY2023
208,2023-07-27,Thursday,False,False,July,7,Q3,2023,FY2023
209,2023-07-28,Friday,False,False,July,7,Q3,2023,FY2023
210,2023-07-29,Saturday,True,False,July,7,Q3,2023,FY2023
211,2023-07-30,Sunday,True,False,July,7,Q3,2023,FY2023
212,2023-07-31,Monday,False,False,July,7,Q3,2023,FY2023
213,2023-08-01,Tuesday,False,False,August,8,Q3,2023,FY2023
214,2023-08-02,Wednesday,False,False,August,8,Q3,2023,FY2023
215,2023-08-03,Thursday,False,False,August,8,Q3,2023,FY2023
216,2023-08-04,Friday,False,False,August,8,Q3,2023,FY2023
217,2023-08-05,Saturday,True,False,August,8,Q3,2023,FY2023
218,2023-08-06,Sunday,True,False,August,8,Q3,2023,FY2023
219,2023-08-07,Monday,False,False,August,8,Q3,2023,FY2023
220,2023-08-08,Tuesday,False,False,August,8,Q3,2023,FY2023
221,2023-08-09,Wednesday,False,False,August,8,Q3,2023,FY2023
222,2023-08-10,Thursday,False,False,August,8,Q3,2023,FY2023
223,2023-08-11,Friday,False,False,August,8,Q3,2023,FY2023
224,2023-08-12,Saturday,True,False,August,8,Q3,2023,FY2023
225,2023-08-13,Sunday,True,False,August,8,Q3,2023,FY2023
226,2023-08-14,Monday,False,False,August,8,Q3,2023,FY2023
227,2023-08-15,Tuesday,False,False,August,8,Q3,2023,FY2023
228,2023-08-16,Wednesday,False,False,August,8,Q3,2023,FY2023
229,2023-08-17,Thursday,False,False,August,8,Q3,2023,FY2023
230,2023-08-18,Friday,False,False,August,8,Q3,2023,FY2023
231,2023-08-19,Saturday,True,False,August,8,Q3,2023,FY2023
232,2023-08-20,Sunday,True,False,August,8,Q3,2023,FY2023
233,2023-08-21,Monday,False,False,August,8,Q3,2023,FY2023
234,2023-08-22,Tuesday,False,False,August,8,Q3,2023,FY2023
235,2023-08-23,Wednesday,False,False,August,8,Q3,2023,FY2023
236,2023-08-24,Thursday,False,False,August,8,Q3,2023,FY2023
237,2023-08-25,Friday,False,False,August,8,Q3,2023,FY2023
238,2023-08-26,Saturday,True,False,August,8,Q3,2023,FY2023
239,2023-08-27,Sunday,True,False,August,8,Q3,2023,FY2023
240,2023-08-28,Monday,False,False,August,8,Q3,2023,FY2023
241,2023-08-29,Tuesday,False,False,August,8,Q3,2023,FY2023
242,2023-08-30,Wednesday,False,False,August,8,Q3,2023,FY2023
243,2023-08-31,Thursday,False,False,August,8,Q3,2023,FY2023
244,2023-09-01,Friday,False,False,September,9,Q3,2023,FY2023
245,2023-09-02,Saturday,True,False,September,9,Q3,2023,FY2023
246,2023-09-03,Sunday,True,False,September,9,Q3,2023,FY2023
247,2023-09-04,Monday,False,False,September,9,Q3,2023,FY2023
248,2023-09-05,Tuesday,False,False,September,9,Q3,2023,FY2023
249,2023-09-06,Wednesday,False,False,September,9,Q3,2023,FY2023
250,2023-09-07,Thursday,False,False,September,9,Q3,2023,FY2023
251,2023-09-08,Friday,False,False,September,9,Q3,2023,FY2023
252,2023-09-09,Saturday,True,False,September,9,Q3,2023,FY2023
253,2023-09-10,Sunday,True,False,September,9,Q3,2023,FY2023
254,2023-09-11,Monday,False,False,September,9,Q3,2023,FY2023
255,2023-09-12,Tuesday,False,False,September,9,Q3,2023,FY2023
256,2023-09-13,Wednesday,False,False,September,9,Q3,2023,FY2023
257,2023-09-14,Thursday,False,False,September,9,Q3,2023,FY2023
258,2023-09-15,Friday,False,False,September,9,Q3,2023,FY2023
259,2023-09-16,Saturday,True,False,September,9,Q3,2023,FY2023
260,2023-09-17,Sunday,True,False,September,9,Q3,2023,FY2023
261,2023-09-18,Monday,False,False,September,9,Q3,2023,FY2023
262,2023-09-19,Tuesday,False,False,September,9,Q3,2023,FY2023
263,2023-09-20,Wednesday,False,False,September,9,Q3,2023,FY2023
264,2023-09-21,Thursday,False,False,September,9,Q3,2023,FY2023
265,2023-09-22,Friday,False,False,September,9,Q3,2023,FY2023
266,2023-09-23,Saturday,True,False,September,9,Q3,2023,FY2023
267,2023-09-24,Sunday,True,False,September,9,Q3,2023,FY2023
268,2023-09-25,Monday,False,False,September,9,Q3,2023,FY2023
269,2023-09-26,Tuesday,False,False,September,9,Q3,2023,FY2023
270,2023-09-27,Wednesday,False,False,September,9,Q3,2023,FY2023
271,2023-09-28,Thursday,False,False,September,9,Q3,2023,FY2023
272,2023-09-29,Friday,False,False,September,9,Q3,2023,FY2023
273,2023-09-30,Saturday,True,False,September,9,Q3,2023,FY2023
274,2023-10-01,Sunday,True,False,October,10,Q4,2023,FY2023
275,2023-10-02,Monday,False,False,October,10,Q4,2023,FY2023
276,2023-10-03,Tuesday,False,True,October,10,Q4,2023,FY2023
277,2023-10-04,Wednesday,False,False,October,10,Q4,2023,FY2023
278,2023-10-05,Thursday,False,False,October,10,Q4,2023,FY2023
279,2023-10-06,Friday,False,False,October,10,Q4,2023,FY2023
280,2023-10-07,Saturday,True,False,October,10,Q4,2023,FY2023
281,2023-10-08,Sunday,True,False,October,10,Q4,2023,FY2023
282,2023-10-09,Monday,False,False,October,10,Q4,2023,FY2023
283,2023-10-10,Tuesday,False,False,October,10,Q4,2023,FY2023
284,2023-10-11,Wednesday,False,False,October,10,Q4,2023,FY2023
285,2023-10-12,Thursday,False,False,October,10,Q4,2023,FY2023
286,2023-10-13,Friday,False,False,October,10,Q4,2023,FY2023
287,2023-10-14,Saturday,True,False,October,10,Q4,2023,FY2023
288,2023-10-15,Sunday,True,False,October,10,Q4,2023,FY2023
289,2023-10-16,Monday,False,False,October,10,Q4,2023,FY2023
290,2023-10-17,Tuesday,False,False,October,10,Q4,2023,FY2023
291,2023-10-18,Wednesday,False,False,October,10,Q4,2023,FY2023
292,2023-10-19,Thursday,False,False,October,10,Q4,2023,FY2023
293,2023-10-20,Friday,False,False,October,10,Q4,2023,FY2023
294,2023-10-21,Saturday,True,False,October,10,Q4,2023,FY2023
295,2023-10-22,Sunday,True,False,October,10,Q4,2023,FY2023
296,2023-10-23,Monday,False,False,October,10,Q4,2023,FY2023
297,2023-10-24,Tuesday,False,False,October,10,Q4,2023,FY2023
298,2023-10-25,Wednesday,False,False,October,10,Q4,2023,FY2023
299,2023-10-26,Thursday,False,False,October,10,Q4,2023,FY2023
300,2023-10-27,Friday,False,False,October,10,Q4,2023,FY2023
301,2023-10-28,Saturday,True,False,October,10,Q4,2023,FY2023
302,2023-10-29,Sunday,True,False,October,10,Q4,2023,FY2023
303,2023-10-30,Monday,False,False,October,10,Q4,2023,FY2023
304,2023-10-31,Tuesday,False,False,October,10,Q4,2023,FY2023
305,2023-11-01,Wednesday,False,False,November,11,Q4,2023,FY2023
306,2023-11-02,Thursday,False,False,November,11,Q4,2023,FY2023
307,2023-11-03,Friday,False,False,November,11,Q4,2023,FY2023
308,2023-11-04,Saturday,True,False,November,11,Q4,2023,FY2023
309,2023-11-05,Sunday,True,False,November,11,Q4,2023,FY2023
310,2023-11-06,Monday,False,False,November,11,Q4,2023,FY2023
311,2023-11-07,Tuesday,False,False,November,11,Q4,2023,FY2023
312,2023-11-08,Wednesday,False,False,November,11,Q4,2023,FY2023
313,2023-11-09,Thursday,False,False,November,11,Q4,2023,FY2023
314,2023-11-10,Friday,False,False,November,11,Q4,2023,FY2023
315,2023-11-11,Saturday,True,False,November,11,Q4,2023,FY2023
316,2023-11-12,Sunday,True,False,November,11,Q4,2023,FY2023
317,2023-11-13,Monday,False,False,November,11,Q4,2023,FY2023
318,2023-11-14,Tuesday,False,False,November,11,Q4,2023,FY2023
319,2023-11-15,Wednesday,False,False,November,11,Q4,2023,FY2023
320,2023-11-16,Thursday,False,False,November,11,Q4,2023,FY2023
321,2023-11-17,Friday,False,False,November,11,Q4,2023,FY2023
322,2023-11-18,Saturday,True,False,November,11,Q4,2023,FY2023
323,2023-11-19,Sunday,True,False,November,11,Q4,2023,FY2023
324,2023-11-20,Monday,False,False,November,11,Q4,2023,FY2023
325,2023-11-21,Tuesday,False,False,November,11,Q4,2023,FY2023
326,2023-11-22,Wednesday,False,False,November,11,Q4,2023,FY2023
327,2023-11-23,Thursday,False,False,November,11,Q4,2023,FY2023
328,2023-11-24,Friday,False,False,November,11,Q4,2023,FY2023
329,2023-11-25,Saturday,True,False,November,11,Q4,2023,FY2023
330,2023-11-26,Sunday,True,False,November,11,Q4,2023,FY2023
331,2023-11-27,Monday,False,False,November,11,Q4,2023,FY2023
332,2023-11-28,Tuesday,False,False,November,11,Q4,2023,FY2023
333,2023-11-29,Wednesday,False,False,November,11,Q4,2023,FY2023
334,2023-11-30,Thursday,False,False,November,11,Q4,2023,FY2023
335,2023-12-01,Friday,False,False,December,12,Q4,2023,FY2023
336,2023-12-02,Saturday,True,False,December,12,Q4,2023,FY2023
337,2023-12-03,Sunday,True,False,December,12,Q4,2023,FY2023
338,2023-12-04,Monday,False,False,December,12,Q4,2023,FY2023
339,2023-12-05,Tuesday,False,False,December,12,Q4,2023,FY2023
340,2023-12-06,Wednesday,False,False,December,12,Q4,2023,FY2023
341,2023-12-07,Thursday,False,False,December,12,Q4,2023,FY2023
342,2023-12-08,Friday,False,False,December,12,Q4,2023,FY2023
343,2023-12-09,Saturday,True,False,December,12,Q4,2023,FY2023
344,2023-12-10,Sunday,True,False,December,12,Q4,2023,FY2023
345,2023-12-11,Monday,False,False,December,12,Q4,2023,FY2023
346,2023-12-12,Tuesday,False,False,December,12,Q4,2023,FY2023
347,2023-12-13,Wednesday,False,False,December,12,Q4,2023,FY2023
348,2023-12-14,Thursday,False,False,December,12,Q4,2023,FY2023
349,2023-12-15,Friday,False,False,December,12,Q4,2023,FY2023
350,2023-12-16,Saturday,True,False,December,12,Q4,2023,FY2023
351,2023-12-17,Sunday,True,False,December,12,Q4,2023,FY2023
352,2023-12-18,Monday,False,False,December,12,Q4,2023,FY2023
353,2023-12-19,Tuesday,False,False,December,12,Q4,2023,FY2023
354,2023-12-20,Wednesday,False,False,December,12,Q4,2023,FY2023
355,2023-12-21,Thursday,False,False,December,12,Q4,2023,FY2023
356,2023-12-22,Friday,False,False,December,12,Q4,2023,FY2023
357,2023-12-23,Saturday,True,False,December,12,Q4,2023,FY2023
358,2023-12-24,Sunday,True,False,December,12,Q4,2023,FY2023
359,2023-12-25,Monday,False,True,December,12,Q4,2023,FY2023
360,2023-12-26,Tuesday,False,True,December,12,Q4,2023,FY2023
361,2023-12-27,Wednesday,False,False,December,12,Q4,2023,FY2023
362,2023-12-28,Thursday,False,False,December,12,Q4,2023,FY2023
363,2023-12-29,Friday,False,False,December,12,Q4,2023,FY2023
364,2023-12-30,Saturday,True,False,December,12,Q4,2023,FY2023
365,2023-12-31,Sunday,True,False,December,12,Q4,2023,FY2023
366,2024-01-01,Monday,False,True,January,1,Q1,2024,FY2024
367,2024-01-02,Tuesday,False,False,January,1,Q1,2024,FY2024
368,2024-01-03,Wednesday,False,False,January,1,Q1,2024,FY2024
369,2024-01-04,Thursday,False,False,January,1,Q1,2024,FY2024
370,2024-01-05,Friday,False,False,January,1,Q1,2024,FY2024
371,2024-01-06,Saturday,True,False,January,1,Q1,2024,FY2024
372,2024-01-07,Sunday,True,False,January,1,Q1,2024,FY2024
373,2024-01-08,Monday,False,False,January,1,Q1,2024,FY2024
374,2024-01-09,Tuesday,False,False,January,1,Q1,2024,FY2024
375,2024-01-10,Wednesday,False,False,January,1,Q1,2024,FY2024
376,2024-01-11,Thursday,False,False,January,1,Q1,2024,FY2024
377,2024-01-12,Friday,False,False,January,1,Q1,2024,FY2024
378,2024-01-13,Saturday,True,False,January,1,Q1,2024,FY2024
379,2024-01-14,Sunday,True,False,January,1,Q1,2024,FY2024
380,2024-01-15,Monday,False,False,January,1,Q1,2024,FY2024
381,2024-01-16,Tuesday,False,False,January,1,Q1,2024,FY2024
382,2024-01-17,Wednesday,False,False,January,1,Q1,2024,FY2024
383,2024-01-18,Thursday,False,False,January,1,Q1,2024,FY2024
384,2024-01-19,Friday,False,False,January,1,Q1,2024,FY2024
385,2024-01-20,Saturday,True,False,January,1,Q1,2024,FY2024
386,2024-01-21,Sunday,True,False,January,1,Q1,2024,FY2024
387,2024-01-22,Monday,False,False,January,1,Q1,2024,FY2024
388,2024-01-23,Tuesday,False,False,January,1,Q1,2024,FY2024
389,2024-01-24,Wednesday,False,False,January,1,Q1,2024,FY2024
390,2024-01-25,Thursday,False,False,January,1,Q1,2024,FY2024
391,2024-01-26,Friday,False,False,January,1,Q1,2024,FY2024
392,2024-01-27,Saturday,True,False,January,1,Q1,2024,FY2024
393,2024-01-28,Sunday,True,False,January,1,Q1,2024,FY2024
394,2024-01-29,Monday,False,False,January,1,Q1,2024,FY2024
395,2024-01-30,Tuesday,False,False,January,1,Q1,2024,FY2024
396,2024-01-31,Wednesday,False,False,January,1,Q1,2024,FY2024
397,2024-02-01,Thursday,False,False,February,2,Q1,2024,FY2024
398,2024-02-02,Friday,False,False,February,2,Q1,2024,FY2024
399,2024-02-03,Saturday,True,False,February,2,Q1,2024,FY2024
400,2024-02-04,Sunday,True,False,February,2,Q1,2024,FY2024
401,2024-02-05,Monday,False,False,February,2,Q1,2024,FY2024
402,2024-02-06,Tuesday,False,False,February,2,Q1,2024,FY2024
403,2024-02-07,Wednesday,False,False,February,2,Q1,2024,FY2024
404,2024-02-08,Thursday,False,False,February,2,Q1,2024,FY2024
405,2024-02-09,Friday,False,False,February,2,Q1,2024,FY2024
406,2024-02-10,Saturday,True,False,February,2,Q1,2024,FY2024
407,2024-02-11,Sunday,True,False,February,2,Q1,2024,FY2024
408,2024-02-12,Monday,False,False,February,2,Q1,2024,FY2024
409,2024-02-13,Tuesday,False,False,February,2,Q1,2024,FY2024
